selecteer,uuid,entity_thumb,ft_fotonummer,photoid,ft_datum_jaar,ft_omschrijving,auteursrechten_vervaardiger_naam
,086dc85e-147a-438e-85f5-fc3c7403ebea,,{870009},{HGA001301609},1973,"Tweede haven, de jachthaven Marina, gezien vanaf de Dr. Lelykade in de richting v an de Schokkerweg",Stokvis
,08808e4d-940f-44ab-8f98-b54f73a02f9e,,{0.71758},{HGA001444511},1981,"Van den Berghstraat, gezien van de Antheunisstraat naar de Isingstraat","Kempff, P.G."
,0883607b-567e-4096-be3c-6e2ee00adf05,,{0.43928},{HGA001413731},1971,Lange Voorhout nr. 9. Gevelsteen in het pand van Martinus Nijhoff N.V.,Stokvis
,0898e6cb-368a-4062-b23c-0e2ecfdd0aa0,,{870044},{HGA001301644},1975,"Wassenaar, Clingendael, Japanse tuin",Stokvis
,089c1d78-10d2-4472-8ed8-5e6b6d0b48e1,,{0.45283},{HGA001415083},1991,"Ligusterstraat, gezien vanaf de Goudenregenstraat","Kempff, P.G."
,08a00489-c562-457b-9b9d-c95f3ad80bc8,,{0.31492},{HGA001404334},1981,"Janssoniusstraat nrs. 39-3, gezien van de Aarnout Drostlaan naar de Bragastraat","Kempff, P.G."
,08a32834-55b1-45c9-9f7b-5fdcc103cc2d,,{1.14239},{HGA001051549},1955,De Westlandse druivenkoningin Tini van der Knaap overhandigt een patient in het ziekenhuis 'Bronovo' een doosje met druiven,Stokvis
,08af57af-2808-49ba-88a1-8bd90e10aeaf,,{0.80436},{HGA001253640},1986,"Waldorpstraat, parkeerterrein van Konmar tussen de 1e Van der Kunstraat en Calandstraat","Kempff, P.G."
,08b6713b-8777-40e2-8ff0-a07ba74a4b61,,{0.83325},{HGA001258635},1993,"Zandvoortstraat nrs. 7-1, gezien naar de Dirk Hoogenraadstraat. Links ingang van hofjeswoningen Maaswijkstraat nrs. 40-70","Kempff, P.G."
,08ba80e8-d283-441d-b770-528c39aa3810,,{0.47372},{HGA001439304},1990,"Margarethaland, nieuwbouw","Kempff, P.G."
,08d6ef59-f758-4b40-89fa-c9090912cfbe,,{0.82279},{HGA001256499},1975,"Westkapellelaan, gezien van de Hoek van Hollandlaan","Kempff, P.G."
,08f2ec87-271c-41fc-a1db-96af6e55a556,,{0.27042},{HGA001400246},1981,"Haverschmidtstraat nrs. 67 en hoger, tegenover de Jan ten Brinkstraat, richting Linnaeusstraat","Kempff, P.G."
,08f305e7-d6f3-4181-b314-d6205b83f95b,,{0.85891},{HGA001261694},1975,"Perspectieffoto Bezuidenhout, met werkzaamheden aan het Prins Bernard-viaduct, en het Paleis van Justitie. Links kruist de Utrechtsebaan aan het viaduct","Kempff, P.G."
,08f69730-eab2-4a17-8c0f-bebb2bda94e9,,{0.63689},{HGA001435688},1987,"Scheveningseweg, Joodse begraafplaats, restauratie","Kempff, P.G."
,0904c6fb-539d-4e84-b7c5-568afa428df3,,{0.67221},{HGA001440394},1980,"Stastokstraat nr. 70, hoek Kneppelhoutstraat","Kempff, P.G."
,09098d33-dccc-4519-a0d4-03f18c1f705a,,{0.11845},{HGA001037673},1989,"Bleijenburg nr. 7, bovengevel van het voormalige Algemeen Rijksarchief","Kempff, P.G."
,0913c71a-b2db-4e27-a1b8-17b5d6a8daa4,,{870367},{HGA001870367},1975,"Campanulastraat nr. 6, Bejaardencentrum Dekkersduin, tuin","Paans, M."
,0917a4be-c9e8-4011-a11c-14c79b2bb446,,{0.16682},{HGA001060671},1981,"Damasstraat nrs. 155-51, gezien van de Allard Piersonlaan","Kempff, P.G."
,091ef3b4-04cd-48d9-8d64-3ac814bd5787,,{0.10389},{HGA001036221},1973,"Binnenhof, met de fractievoorzitter der S.G.P. in de Tweede Kamer, ir. H. van Rossum (l.) en de fractievoorzitter van het G.P.V., P. Jongeling",Stokvis
,092127b5-e18f-4516-87bf-3a40161f376a,,{0.05577},{HGA001031438},1980,"Alberdingk Thijmstraat nrs. 113-91, gezien van de Hasebroekstraat naar de Multatulistraat","Kempff, P.G."
,0930f970-126a-4baa-b550-344f465be600,,{870203},{HGA001301803},1975,"Lange Vijverberg, gezien in de richting van het Buitenhof",Stokvis
,093fe29b-b758-4960-9e1b-105b1a99ca2b,,{1.21340},{HGA001020691},1976,"Burgemeester drs. F.G.L.L. Schols opent de tentoonstelling 'Wat verdween, Den Haag getekend door Niek Heufke Kantelaar' in het Gemeentearchief. De burgemeester bekijkt met de heer Heufke Kantelaar de tentoonstelling","Kempff, P.G."
,094c6ab5-c1e7-49ab-8670-fdbdfe9b9a6d,,{0.74555},{HGA001246216},1980,"Vosmaerstraat nrs. 34-48, gezien richting Alberdingk Thijmstraat","Kempff, P.G."
,0951c009-4c75-4429-8417-3de6f672a786,,{860217},{HGA001860217},1945,"Noordeinde, bloemenhulde bij het paleis","Biegstraaten, F.W.H."
,09583780-1c5d-4e26-9168-3c9b094d4018,,{0.46581},{HGA001416327},1990,"Lozerlaan, achterzijde van Riddersdreef nrs. 57-145","Kempff, P.G."
,09593c82-beaa-47d9-aebb-5190aee0627b,,{0.48033},{HGA001439814},1980,"Max Havelaarstraat nrs. 43-17, gezien richting Schimmelweg","Kempff, P.G."
,0959daa6-393b-48da-a415-fe6738e51c79,,{5.17035},{HGA001517035},2003,Beeldententoonstelling in de Grote Kerk,"Mulder, John"
,0967217f-cb44-44bd-90e2-5712183f3ba2,,{0.14413},{HGA001058476},1992,"Burgemeester Van der Werffstraat, de even zijde vanaf de hoek met de Douzastraat, gezien naar de Westduinweg. Linksvoor Douzastraat nr. 31","Kempff, P.G."
,096d170a-8ef2-405d-a0dd-0742e307893f,,{304748},{HGA001310055},2008,"Wildenborghstraat in afbraak, nr. 59 en lager","Postma, R."
,09849db2-905e-442c-b08d-1a91acd22650,,{0.21679},{HGA001065648},1978,"Gevers Deynootweg, Palace Hotel, detail van het dak (aangetast zandsteen)","Kempff, P.G."
,0984ce39-4c82-4dc0-a438-8ff224f9fa55,,{0.30872},{HGA001403716},1975,"Jacob van Campenplein nrs. 59-54, met de ingang van de Jacob van Campenstraat","Kempff, P.G."
,0992a4d8-5eb8-4822-b37e-70c82493378d,,{0.24504},{HGA001068470},1975,"Grote Markt - City-promenade, gezien naar de Schoolstraat, op de voorgrond een hondentoilet","Kempff, P.G."
,09934933-8381-4b5f-9dea-ae3640f2f0a1,,{0.07201},{HGA001033055},1975,Atjehstraat nr. 114. Voorkamer van de geheel verbouwde parterrewoning van J.F.M. de Bruyn (sociaal werker) en familie,"Kempff, P.G."
,09952f2f-b035-46ee-a9e9-63effa25e56a,,{0.52669},{HGA001424734},1980,Oltmansstraat nrs. 88-100,"Kempff, P.G."
,09976661-041f-4741-bcb8-2c4752f97ca8,,{0.83310},{HGA001258620},1981,"Zacharias Jansenstraat, gezien van de Jan van der Heydenstraat naar de Pasteurstraat","Kempff, P.G."
,0998783d-d722-4a23-8058-a760a482f3d8,,{1.15614},{HGA001052916},1962,"Prinsjesdag, de prinsessen Margriet, Beatrix en Irene arriveren na de opening van de Staten-Generaal bij het Paleis Lange Voorhout",Stokvis
,09a252da-6cca-46e2-985a-ae44a8d9ab27,,{0.74331},{HGA001245992},1981,"Vlielandsestraat nr. 10, ter hoogte van de Bevelandsestraat; Vormings- en Recreatiecentrum 'O'Blok'","Kempff, P.G."
,09b8d570-ce92-4a16-8754-e71abbc86ccc,,{1.21342},{HGA001020693},1976,"Burgemeester drs. F.G.L.L. Schols opent de tentoonstelling 'Wat verdween, Den Haag getekend door Niek Heufke Kantelaar' in het Gemeentearchief. De burgemeester bezichtigt met de heer Heufke Kantelaar de tentoonstelling","Kempff, P.G."
,09b942db-6e09-423c-8563-a6377353d2f9,,{0.14489},{HGA001058552},1980,"Busken Huetstraat ter hoogte van de Busken Huetschool (nrs. 22-24), gezien richting Beetsstraat","Kempff, P.G."
,09bc9ae6-9528-4031-a282-6d8afc7d0709,,{0.70004},{HGA001442764},1976,"Bontekoekade? (ten tijde van de foto Trekweg), gezonken woonboot in de Trekvliet","Kempff, P.G."
,09c287c5-ad64-4e94-b65e-30e192d55a45,,{0.14723},{HGA001058785},1981,"Capadosestraat nrs. 15-9, scholencomplex (o.a. de Capadoseschool)","Kempff, P.G."
,09c2a2bb-6184-4fed-9a87-d0224701a3ae,,{0.72459},{HGA001243909},1992,"Van Foreeststraat, gezien naar de hoek Kranenburgweg-Westduinweg","Kempff, P.G."
,09c387e1-f302-4ac0-b612-ed520fc7f1fc,,{0.36451},{HGA001406276},1980,"Keggestraat nrs. 2-16, gezien richting Beetsstraat","Kempff, P.G."
,09d47e76-f45f-4f41-bda5-a3a0efe6eab6,,{0.06712},{HGA001032570},1978,"Antonie Duyckstraat bij de knik in de straat, gezien naar de Willem de Zwijgerlaan. Rechtsvoor nr. 88","Kempff, P.G."
,09e5b2bf-5387-4d2b-b122-6029bf6345f8,,{0.28011},{HGA001400874},1980,"Hildebrandstraat nrs. 58-80, gezien richting Vosmaerstraat","Kempff, P.G."
,09eb094e-70ff-4fed-97d8-9e89da647481,,{0.12575},{HGA001056643},1978,Brasemdaal nrs. 117-111,"Kempff, P.G."
,09f0efca-fdf7-4b60-a6a9-885737eb2ae8,,{0.31334},{HGA001404176},1992,"Jan van Houtstraat, oneven zijde met de achterzijde van de Douzastraat","Kempff, P.G."
,09f6c42a-bc2c-41c1-9b86-fe01b8628a9c,,{820413},{HGA001256038},1989,Luchtfoto Mariahoeve. Onderaan van links naar rechts Het Kleine Loo. Rechtsonder de Reigersbergenweg. Het gebied rondom de drie torenflats wordt omsloten door Haverkamp en Roggekamp.,Delta-Phot
,09f6f083-1a54-4071-8252-7fa726f9429e,,{0.29807},{HGA001402657},1981,"Houtrustweg, clubhuis De Zeemeeuw","Kempff, P.G."
,09fb7103-6237-472c-8e53-fecd2e150346,,{1.13425},{HGA001050743},1953,"60 jarig huwelijksfeest van het echtpaar J. Kroon-van Wijck in de Stuwstraat nr. 15, de bruidegom is 86 jaar en de bruid 81 jaar",Stokvis
,09fd49c4-ece2-4b3b-a236-dcc44e8865f3,,{0.31448},{HGA001404290},1981,"Jan Wapstraat nrs. 241-219, gezien naar de Van Koetsveldstraat","Kempff, P.G."
,0a02de3a-2479-4834-a0e8-50596d921754,,{0.11862},{HGA001037690},1992,"Blois van Treslongstraat. Van links naar rechts: Blois van Treslongstraat nrs. 26-36, zijgevel Ruychaverstraat nrs. 6/8/10, 18/20/22, 30/32/34, de hoek met de Ruychaverstraat","Kempff, P.G."
,0a0488ee-4059-4574-a0ab-2507a0655f54,,{1.17753},{HGA001055047},1969,"Burgemeester Marijnen heeft het wijk- en dienstcentrum, Hertzogstraat nr. 50a, in het Transvaalkwartier geopend en maakt de eerste stoot op het biljart","Brugge, G.J. ter"
,0a0d7e16-119c-420d-8b97-76433075baab,,{1.15772},{HGA001053074},1963,Kabinetsformatie. De koningin ontvangt de fractieleiders op Huis ten Bosch. Mr. Toxopeus (V.V.D.) verlaat het Huis ten Bosch,Stokvis
,0a0fcd99-0334-42dc-9ab1-24d551e741b6,,{0.53827},{HGA001425888},1981,"Oudemansstraat, ter hoogte van de Linnaeusstraat","Kempff, P.G."
,0a129570-d050-4486-9db1-75fdb7a4dc79,,{0.26876},{HGA001070700},1980,"Hasebroekstraat, gezien van de Jonathanstraat richting Alberdingk Thijmstraat","Kempff, P.G."
,0a24f2f0-8aa6-4fcb-808d-9b0c9e0b834f,,{1.18096},{HGA001055388},1970,"Een groep Dolle Mina's dringt het gebouw van de Tweede Kamer binnen. Zij gingen naar de fractiekamer van de PVDA om te discussieren over het beleid van de regering, die volgens haar te weinig crèches bouwt voor de kinderen van werkende moeders. De dolle mina's in debat met o.a. de Tweede Kamerleden voor de PvdA. V.l.n.r. drs. J. Lems, C. Laban en mejuffrouw N.G. Barendrecht",Stokvis
,0a2922fc-22a6-47c4-9a04-1aba39a6e11f,,{0.11815},{HGA001037643},1983,"Bleijenburg, kerk van de Deutsch-Evangelische Gemeinde","Kempff, P.G."
,0a2bddae-50df-44d4-bc00-5a789aadf3c6,,{1.18698},{HGA001055989},1972,"Minister-president mr. B.W. Biesheuvel omringd door het nieuwe kabinet, legt de regeringsverklaring af in de Tweede Kamer",Stokvis
,0a2bfc1b-26e6-4ca3-96f2-76045f2f167b,,{1.17876},{HGA001055170},1969,"Ir. J.P. Mazure neemt afscheid als voorzitter van de Eerste Kamer in het gebouw van de Eerste Kamer in het gebouw van de Eerste Kamer. De heer Mazure toont een van de geschenken, een tekening van de parlementsgebouwen. Naast hem mevrouw Mazure. De tekening werd vervaardigd door W.G. Hofker",Stokvis
,0a2bffef-ea59-459b-ba19-a44ca05cad7d,,{0.05509},{HGA001031370},1980,"Alberdingk Thijmplein nrs. 40-35, gezien naar de Kneppelhoutstraat","Kempff, P.G."
,0a38ed78-7615-4d31-ba3a-a2cb5e091e9d,,{0.68813},{HGA001441578},1978,Symfoniestraat hoek Ockenburghstraat,"Kempff, P.G."
,0a3c6098-fb94-498f-8320-3d5f6025a4a8,,{870346},{HGA001870346},1975,"George Maduroplein, Madurodam, Olau Britania","Paans, M."
,0a490f05-f034-4b3d-994f-03783351f838,,{0.21690},{HGA001065659},1978,"Gevers Deynootweg, detail van het dak van het Palace Hotel","Kempff, P.G."
,0a5b55b1-cceb-4f12-b418-f6cdf2a86431,,{0.86234},{HGA001262413},1978,"Luchtfoto Centrum met Buitenhof, Groenmarkt en omgeving",Meyer/Stokvis
,0a5cfa70-413c-4851-9750-d837e038255a,,{0.63631},{HGA001435630},1979,"Scheveningseweg, begraafplaats 'Ter Navolging'; herdenkingsveld met stamrozen waarop de naam kan worden vermeld voor ieder die iemand wil herdenken waar geen graf voor is","Kempff, P.G."
,0a5d6cf6-da3c-42fe-8444-bbfaf7b4ab90,,{0.13845},{HGA001057909},1989,"Buitenom, Hofje van Zuydervelt (tussen Prinsegracht en Buitenom)","Kempff, P.G."
,0a65d643-b0db-46f1-876d-9bc52297e2fa,,{1.16470},{HGA001053769},1965,"Opening van het vierde vrijheidscongres (23 t/m/ 26 juni 1965) van ex-politieke gevangenen in de Riddderzaal, bijgewoond door koningin Juliana en prins Bernhard. De Koningin ontvangt een in perkament gebonden exemplaar van het boek van Evert Werkman 'Dat meen ik niet'. Links van H.M. minister Smallenbroek en dr. W. Drees",Stokvis
,0a8028b3-af7b-4e6e-97ad-bdfa51a09121,,{6.10775},{HGA001017928},1981,Luchtfoto van de havens van Scheveningen,Delta-Phot
,0a810d68-94bd-4fff-8566-37c2f98963db,,{0.82980},{HGA001257202},1993,"Winkelstede nrs. 76-148 (gebouw D), gezien van de Middenstede","Kempff, P.G."
,0a815758-8f8d-461a-a6bb-d3f3a046bc3e,,{870184},{HGA001301784},1975,"Buitenhof nr. 37, 'Vijverhof', het voormalige gebouw van het Kadaster",Stokvis
,0a8366b2-1b41-4ceb-859a-c7aaca474aac,,{0.63850},{HGA001435849},1981,Schlegelstraat nrs. 124-134,"Kempff, P.G."
,0a87a2e1-8909-4f19-9112-072f7eb09d5c,,{0.30194},{HGA001403044},1981,"Hugo Verrieststraat, scholencomplex, gezien van het Ledeganckplein naar de Rosseelsstraat","Kempff, P.G."
,0a91c850-3f2a-4ff4-a18d-548c174ec15d,,{0.08792},{HGA001034637},1963,"Bertus Rimaweg, bloemenhulde bij het naambordje van de Bertus Rimaweg",Stokvis
,0a96a66a-56c1-4db4-a432-e17baa9538bf,,{0.19242},{HGA001063219},1969,"Fluwelen Burgwal nrs. 1B, 1C, 1D",Stokvis
,0aaa49d9-34be-4e11-9905-078a335937f6,,{870602},{HGA001870602},1975,"Dunne Bierkade nr. 16, gevelbeeldje door Bram Roth in het huis van Jan van Goyen","Paans, M."
,0ab48511-a13d-4f70-a388-93b1fd69a402,,{0.40978},{HGA001410785},1982,"Laakweg, gezien van de Slachthuislaan naar de Slachthuisstraat","Kempff, P.G."
,0ab66e18-9887-4fc9-8675-973c68eaf7a2,,{0.17589},{HGA001061573},1981,"Drebbelstraat nrs. 297-219, gezien van de Eliasstraat richting Wenckebachstraat","Kempff, P.G."
,0abb617e-8b5b-4fba-9762-0bb2efd69e56,,{870190},{HGA001301790},1974,"Nassaulaan nr. 12, voormalige Willemskerk (thans de Willemshof) staat te huur",Stokvis
,0abc2f93-aaa1-442a-b235-0aea53cf21e6,,{1.16978},{HGA001054273},1967,Huwelijk van prinses Margriet en mr. Pieter van Vollenhoven. De bruidegom op het punt de sluier van prinses Margriet te verwijderen tijdens de huwelijksbevestiging door prof. dr. Berkhof in de Grote Kerk,Stokvis
,0ac0c038-2d98-411c-bc43-db080505e3d8,,{0.39977},{HGA001409789},1975,Kortenbos nrs. 107-85,"Kempff, P.G."
,0ac66f49-ed69-4cfd-90a9-e9a5305bcc94,,{0.64424},{HGA001436418},1979,"Sinjeur Semeynsweg nrs. 325-231, gezien van de Guido Gezellestraat","Kempff, P.G."
,0aceba1b-5eb0-4e59-9c76-64d3f4f3ad6c,,{0.28853},{HGA001401711},1960,Hofweg hoek Buitenhof,Stokvis
,0ad4a9b2-1248-486e-b5b1-4f84e41cffcc,,{6.15403},{HGA001017967},1970,Het Kleine Loo hoek Reigersbergenweg. Twee oudere dames bij een reclamezuil met o.a. een affiche met het 'Puchmeisje' en één voor de tentoonstelling 'Huis in - huis uit' in het Gemeentemuseum. Het flatgebouw omvat de adressen Denenburg 2 t/m 116,Stokvis
,0adbcd4b-dc84-4ab4-9b52-60e3688cc46c,,{820233},{HGA001255858},1980,Luchtfoto Scheveningen met Gevers Deynootplein en Kurhaus.,Delta-Phot
,0adfd317-dfa9-45e5-9624-6e443e47fbd5,,{870468},{HGA001870468},1975,"Neptunusstraat nr. 1, Bejaardencentrum De Thuishaven, beganegrond met parkeerterrein","Paans, M."
,0ae6b0c6-0a85-469d-8e92-8d262c22cebf,,{5.17020},{HGA001517020},2003,"Wijnhaven, kunstwerk Light and Darkness van Rob Krier bij de Muzentoren","Mulder, John"
,0ae7de11-0db9-473d-8753-1f2694482c91,,{0.52655},{HGA001424720},1980,Oltmansstraat nrs. 23-17,"Kempff, P.G."
,0af12331-3a08-4ad1-ae8d-dbeff3e22fc9,,{1.52657},{HGA001018331},1955,"De voorzitter van het loterijcomité, B.J. Koning (rechts), biedt in de dierentuin de voorzitter H. Bak van het muziekkorps van de melkinrichting 'De Sierkan' enige geschenken aan",Stokvis
,0af69975-d5ac-40a8-8956-9b63cfa5552d,,{1.16042},{HGA001053342},1964,Protestbetoging van Papoea's en Ambonezen naar aanleiding van het bezoek van de Indonesische minister van Buitenlandse Zaken. De stoet op de Scheveningseweg,Stokvis
,0af8157c-b51a-47cc-96ef-afe8f45a2473,,{870804},{HGA001870804},1975,"Prinsengracht, gezien vanaf de kruising Jan Hendrikstraat, in de richting van de Lijnbaan",Stokvis
,0afa0810-63bd-467e-9577-d1a3a033ed06,,{0.48023},{HGA001439804},1980,"Max Havelaarstraat, gezien van de Beetsstraat met wijkgebouw","Kempff, P.G."
,0afd3113-0a71-4647-938b-7e5da2fe3e94,,{0.67950},{HGA001238863},1981,Sternstraat nr. 11. gezien naar de Zeearendstraat,"Kempff, P.G."
,0b0585f7-6428-401a-8e74-bbb442030aea,,{0.18429},{HGA001062409},1981,"Elise van Calcarstraat nrs. 42-80, gezien van de Allard Piersonlaan naar de Koopmans van Boekerenstraat","Kempff, P.G."
,0b092956-50ca-4e52-8f5d-26c9bd4ba06d,,{0.72754},{HGA001244203},1974,"Van Limburg Stirumstraat nr. 12, beeld van de R.K. kerk van St. Jozef","Kempff, P.G."
,0b095f4f-16dc-42dc-856e-fd71f040f70a,,{0.06349},{HGA001032208},1989,"Amsterdamse Veerkade nrs. 2-2A, het Lichtpaleis","Kempff, P.G."
,0b1d0477-bc48-4af0-8570-5fbc198d00da,,{883214},{HGA001883214},1973,"Boulevard; reclamewagens in de Tour de France karavaan
.","Vries, Jan de"
,0b1f2da9-f47a-4396-8960-6312bc026956,,{820454},{HGA001256079},1990,Luchtfoto van het centrum. Centraal het Ministerie van VROM in aanbouw en links daarvan de Zwarte Madonna; daarachter het Transitorium. Op de voorgrond het Prins Bernhardviaduct met het gebouw Terminal in aanbouw. Rechts het Centraal Station.,Delta-Phot
,0b1f63fe-5b9b-4a51-940f-0102c658abf6,,{0.30128},{HGA001402978},1968,"Hubertusviaduct, tijdens werkzaamheden voor de trambrug bij de Wittebrug",Stokvis
,0b2aa528-857d-49d2-91ae-5cc090581b7b,,{0.06744},{HGA001032602},1978,Antonie Duyckstraat nrs. 39-29,"Kempff, P.G."
,0b30b07e-c7a9-4f89-9585-de81b12693e1,,{0.21625},{HGA001065594},1978,"Gevers Deynootweg, Palace-Hotel, de hal","Kempff, P.G."
,0b37409e-a8d8-4489-ac4c-b8283e692f95,,{0.52697},{HGA001424762},1980,"Oltmansstraat nrs. 2-2B, school; rechts de Mariaschool (Dr. Schaepmanstraat nr. 1, R.K. kleuterschool)","Kempff, P.G."
,0b37fad3-1ca1-4c28-bb86-9cd1238250b1,,{0.49305},{HGA001421371},1980,"Nannostraat nrs. 32-46, gezien richting Beetsstraat","Kempff, P.G."
,0b3a13ff-192d-4cbb-8088-48aed1ea11d6,,{0.52683},{HGA001424748},1980,"Oltmansstraat nrs. 40-44, gezien richting Alberdingk Thijmstraat","Kempff, P.G."
,0b522506-c06d-4174-a08e-4e679e1b2544,,{883129},{HGA001883129},1975,"Luchtfoto kustlijn Scheveningen, ter hoogte van Paviljoen Von Wied; rechts daarvan het Seinpost Complex",Stokvis
,0b63d334-b75a-43e7-bcce-5166e573582d,,{870625},{HGA001870625},1975,Buitenhof met Stadhouderlijk kwartier en Stadhouderspoort,"Paans, M."
,0b67da88-3712-4646-bbe1-04556d765d1d,,{304735},{HGA001310035},2008,"Hackfortstraat in afbraak, oneven zijde gezien naar de achterkant van de Middachtenweg","Postma, R."
,0b8a0291-a272-437e-9c33-be57ebf97cf3,,{5.05131},{HGA001197887},2004,"Lange Voorhout, de antiekmarkt","Klaauw, Marja van der"
,0b8c07d0-8568-4260-8e35-81d6ba386d23,,{0.10065},{HGA001035904},1975,"Billitonstraat nr. 13, gezicht naar de voorkamer in het herenhuis van de journalist, mr. S.J. Berger","Kempff, P.G."
,0b8f3595-0486-4c60-95b2-83c618f23bdd,,{6.02404},{HGA001133216},1994,"Thérèse Schwartzestraat, gezien van de Breitnerlaan naar de Wassenaarseweg","Kempff, P.G."
,0b9097c6-4635-4a54-a00a-b862a7b430d1,,{0.30199},{HGA001403049},1981,"Hugo Verrieststraat nrs. 2-12, gezien naar de Jan Wapstraat","Kempff, P.G."
,0b97e1a2-f58c-40a2-9d3d-41f1dcd6ab01,,{0.05570},{HGA001031431},1980,Alberdingk Thijmstraat nr. 27 (rechts) met links daarvan de kruising met de Beetsstraat,"Kempff, P.G."
,0b9af99f-2702-4025-81eb-1d21bf4eb50b,,{0.67733},{HGA001440701},1975,"Stationsweg, gezien vanaf de toren van de R.K. kerk van St. Jozef aan de Van Limburg Stirumstraat naar het Stationsplein met het station Hollands Spoor","Kempff, P.G."
,0b9c16c6-fb55-4bee-be56-e71f531303dd,,{0.12574},{HGA001056642},1978,Brasemdaal nrs. 109-99,"Kempff, P.G."
,0b9e4205-843a-408f-81bc-3de9b21a55b3,,{0.61676},{HGA001433682},1982,"Rijswijkseweg, vanaf het viaduct","Kempff, P.G."
,0b9e4c5d-0f2e-444b-b45f-dbe2670f8893,,{0.53665},{HGA001425726},1990,"Oude Molstraat nr. 30, Hopjesmuseum in oprichting","Philips, Lilian"
,0ba6d9a4-1dbf-4537-b477-39f4b17deccb,,{860273},{HGA001860273},1945,"Bevrijding, Bezuidenhoutseweg, intocht geallieerden","Biegstraaten, F.W.H."
,0bb9bbb0-8668-4cc7-ac97-b407899e49fa,,{860286},{HGA001860286},1945,Laan van Nieuw Oost-Indië hoek Schenkkade; intocht geallieerden,"Biegstraaten, F.W.H."
,0bbbf9c8-0854-4c44-895c-db285700eff1,,{0.52021},{HGA001424086},1974,"Noordstraat nr. 36, afbraak van de Zuid-Hollandse Bierbrouwerij","Kempff, P.G."
,0bcd407e-e2de-4d01-b5bc-532f2d471699,,{0.61716},{HGA001433722},1982,"Rijswijkseweg nrs. 397 en en hoger, hoek Eliasstraat, richting Jan van der Heydenstraat","Kempff, P.G."
,0bcd9814-b015-4b6e-9fe7-7bf197f75525,,{1.18117},{HGA001055409},1970,"Minister-president P.J.S. de Jong en de ministers van Cultuur, recreatie en Maatschappelijk Werk dr. M.A.M. Klompé ontvangen op het Catshuis het voetbalelftal van Feyenoord na hun overwinning in de Europa-Cup. V.l.n.r. de spelers Piet Romeyn, Theo Laseroms, Coen Moulijn, Rinus Israël, manager Brox, en de beide ministers",Stokvis
,0bd0b5b2-0233-492c-a56e-f8677313b3b8,,{1.16242},{HGA001053541},1964,'Grande Folie Orchestrale' in het Kurhaus ter gelegenheid van het 60-jarig bestaan van het Residentieorkest bijgewoond door burgemeester H.A.M.T. Kolfschoten en mevrouw Kolfschoten-Ferwerda,Stokvis
,0bd9bca3-88a1-4e1f-9391-696eaa3abb29,,{0.64773},{HGA001436766},1975,Smidswater nr. 26,"Kempff, P.G."
,0be3e13d-d573-45b5-a34b-c678d71501db,,{870052},{HGA001301652},1975,Westbroekpark,Stokvis
,0be414e5-e1ee-4843-ac1d-d9078057aa49,,{0.17051},{HGA001061039},1993,"Deventersestraat nrs. 50 en lager, gezien van de Haagsestraat in de richting van de Harstenhoekweg","Kempff, P.G."
,0be44d1a-5887-4204-8395-d47e7fc7590c,,{0.49105},{HGA001421171},1980,"Multatulistraat nr. 109, hoek Alberdingk Thijmstraat","Kempff, P.G."
,0be4d96b-a329-428f-aa5f-df30d6fbb4a7,,{0.53822},{HGA001425883},1981,"Oudemansstraat nrs. 101-1, gezien van de Isingstraat naar de Laakkade","Kempff, P.G."
,0bf373a1-66d3-4121-8250-c435e2a19717,,{6.02321},{HGA001133049},1994,Bachmanstraat nr. 38 en hoger,"Kempff, P.G."
,0bfa0359-792e-4676-b9e2-d7bccc5b6458,,{870410},{HGA001870410},1975,Prinsegracht,"Paans, M."
,0bfada69-147c-4e4b-9a4e-d005a5b6bd29,,{0.63679},{HGA001435678},1987,"Scheveningseweg, Joodse begraafplaats, restauratie","Kempff, P.G."
,0c0bb8bb-cfd3-4836-bff6-906aa9434d8b,,{1.18115},{HGA001055407},1970,"Dodenherdenking in de Kloosterkerk. Tijdens het optreden van de zangeres Liesbeth List, die liederen van Theodorakis en Mathausenliederen zong",Stokvis
,0c10c89a-10a4-4b8f-b93c-9e5da176edc0,,{0.46763},{HGA001439065},1982,"Lulofsstraat, tussen 1e en 2e Lulofsdwarsstraat","Kempff, P.G."
,0c178989-f5e3-4fce-8305-a293fbe03e1b,,{0.52677},{HGA001424742},1980,"Oltmansstraat, gezien naar de Alberdingk Thijmstraat","Kempff, P.G."
,0c1be807-bb8c-471f-8f84-9cc82095e52d,,{1.15611},{HGA001052913},1962,De rijtoer op Prinsjesdag. Koningin en prins begeven zich vanuit het Huis ten Bosch naar de koets,Stokvis
,0c274862-a05c-4ced-9a38-8f6323489dc6,,{0.16161},{HGA001060150},1981,"Convivastraat nrs. 49-27, gezien naar de Isingstraat","Kempff, P.G."
,0c30bb42-cd51-4561-b538-807e347e6ea4,,{0.31445},{HGA001404287},1981,"Jan Wapstraat nrs. 239-149, ter hoogte van de Rodenbachstraat richting Van Koetsveldstraat","Kempff, P.G."
,0c31d450-09a3-472d-b90d-eb067c6bdeba,,{0.57459},{HGA001429481},1965,"Pompstationsweg, dodencel 601 in het 'Oranjehotel'",Stokvis
,0c3d6eb2-bb7f-4673-abf6-c67686a2b0fe,,{0.06830},{HGA001032688},1978,"Apeldoornselaan, gezien van de Dierenselaan","Kempff, P.G."
